"STATE","COUNTY","TRUMP","CLINTON","REPORTING"
"Washington","Garfield",841,276,50
"Washington","Grant",16921,6973,89
"Washington","Grays Harbor",9691,8533,65
"Washington","Island",16104,18728,96
"Washington","Jefferson",5518,11472,75
"Washington","King",139008,480415,73
"Washington","Kitsap",37038,49841,81
"Washington","Kittitas",7136,5224,73
"Washington","Klickitat",3889,2906,71
"Washington","Lewis",10221,4863,48
"Washington","Lincoln",4056,1222,75
"Washington","Mason",12070,10786,72
"Washington","Okanogan",4048,2630,36
"Washington","Pacific",4444,3900,86
"Washington","Pend Oreille",4151,1834,100
"Washington","Pierce",94998,113819,66
"Washington","San Juan",2018,5516,67
"Washington","Skagit",13926,16369,60
"Washington","Skamania",2789,2098,100
"Washington","Snohomish",81180,122094,68
"Washington","Spokane",81036,69867,76
"Washington","Stevens",8463,3477,60
"Washington","Thurston",38141,54112,82
"Washington","Wahkiakum",1135,729,50
"Washington","Walla Walla",6875,4960,50
"Washington","Whatcom",34602,50703,94
"Washington","Whitman",2596,2866,36
"Washington","Yakima",23890,15883,51
"West Virginia","Barbour",4509,1213,100
"West Virginia","Berkeley",28210,12287,100
"West Virginia","Boone",6483,1783,100
"West Virginia","Braxton",3516,1315,100
"West Virginia","Brooke",6574,2549,100
"West Virginia","Cabell",19648,11306,100
"West Virginia","Calhoun",2023,456,100
"West Virginia","Clay",2289,566,100
"West Virginia","Doddridge",2347,360,100
"West Virginia","Fayette",10263,4246,100
"West Virginia","Gilmer",1889,537,100
"West Virginia","Grant",4338,510,100
"West Virginia","Greenbrier",9499,3743,100
"West Virginia","Hampshire",6646,1576,100
"West Virginia","Hancock",8870,3247,100
"West Virginia","Hardy",4544,1249,100
"West Virginia","Harrison",18687,7675,100
"West Virginia","Jackson",8959,2648,100
"West Virginia","Jefferson",13144,9458,100
"West Virginia","Kanawha",43464,27985,100
"West Virginia","Lewis",5245,1336,100
"West Virginia","Lincoln",5257,1435,100
"West Virginia","Logan",9866,2082,100
"West Virginia","Marion",14592,6926,100
"West Virginia","Marshall",9565,2894,100
"West Virginia","Mason",7597,2069,100
"West Virginia","McDowell",4614,1429,100
"West Virginia","Mercer",17362,4689,100
"West Virginia","Mineral",8957,2019,100
"West Virginia","Mingo",7876,1365,100
"West Virginia","Monongalia",18278,14568,100
"West Virginia","Monroe",4337,1089,100
"West Virginia","Morgan",5718,1568,100
"West Virginia","Nicholas",7169,1821,100
"West Virginia","Ohio",11077,5452,100
"West Virginia","Pendleton",2388,726,100
"West Virginia","Pleasants",2342,620,100
"West Virginia","Pocahontas",2474,924,100
"West Virginia","Preston",9501,2462,100
"West Virginia","Putnam",17455,5784,100
"West Virginia","Raleigh",21835,6362,100
"West Virginia","Randolph",7583,2724,100
"West Virginia","Ritchie",3376,490,100
"West Virginia","Roane",3772,1220,100
"West Virginia","Summers",3444,1186,100
"West Virginia","Taylor",4701,1483,100
"West Virginia","Tucker",2557,750,100
"West Virginia","Tyler",2967,505,100
"West Virginia","Upshur",6971,1763,100
"West Virginia","Wayne",11077,3334,100
"West Virginia","Webster",2284,554,100
"West Virginia","Wetzel",4461,1348,100
"West Virginia","Wirt",1903,383,100
"West Virginia","Wood",25168,8327,100
"West Virginia","Wyoming",6527,1061,100
"Wisconsin","Adams",5983,3780,100
"Wisconsin","Ashland",3428,4136,100
"Wisconsin","Barron",13595,7881,100
"Wisconsin","Bayfield",4125,4953,100
"Wisconsin","Brown",67192,53358,100
"Wisconsin","Buffalo",4049,2531,100
"Wisconsin","Burnett",5412,2948,100
"Wisconsin","Calumet",15345,9634,100
"Wisconsin","Chippewa",17912,11875,100
"Wisconsin","Clark",8645,4225,100
"Wisconsin","Columbia",14160,13525,100
"Wisconsin","Crawford",3844,3426,100
"Wisconsin","Dane",71270,217506,100
"Wisconsin","Dodge",26643,13968,100
"Wisconsin","Door",8584,8026,100
"Wisconsin","Douglas",9657,11342,100
"Wisconsin","Dunn",11487,9025,100
"Wisconsin","Eau Claire",23301,27271,100
"Wisconsin","Florence",1897,666,100
"Wisconsin","Fond du Lac",31044,17391,100
"Wisconsin","Forest",2787,1583,100
"Wisconsin","Grant",12347,10047,100
"Wisconsin","Green",8693,9121,100
"Wisconsin","Green Lake",6210,2700,100
"Wisconsin","Iowa",4809,6669,100
"Wisconsin","Iron",2090,1273,100
"Wisconsin","Jackson",4907,3821,100
"Wisconsin","Jefferson",23409,16559,100
"Wisconsin","Juneau",7188,4100,100
"Wisconsin","Kenosha",36025,35770,100
"Wisconsin","Kewaunee",6616,3623,100
"Wisconsin","La Crosse",26384,32402,100
"Wisconsin","Lafayette",3977,3288,100
"Wisconsin","Langlade",6436,3260,100
"Wisconsin","Lincoln",8400,5370,100
"Wisconsin","Manitowoc",23234,14563,100
"Wisconsin","Marathon",39010,26476,100
"Wisconsin","Marinette",12995,6243,100
"Wisconsin","Marquette",4712,2808,100
"Wisconsin","Menominee",269,1003,100
"Wisconsin","Milwaukee",126091,288986,100
"Wisconsin","Monroe",11442,7047,100
"Wisconsin","Oconto",13255,5886,100
"Wisconsin","Oneida",11677,8103,100
"Wisconsin","Outagamie",51579,38117,100
"Wisconsin","Ozaukee",30458,20167,100
"Wisconsin","Pepin",2228,1345,100
"Wisconsin","Pierce",11260,8380,100
"Wisconsin","Polk",13864,7568,100
"Wisconsin","Portage",17310,18524,100
"Wisconsin","Price",4562,2671,100
"Wisconsin","Racine",46620,42506,100
"Wisconsin","Richland",4021,3577,100
"Wisconsin","Rock",31483,39336,100
"Wisconsin","Rusk",4564,2171,100
"Wisconsin","Sauk",15871,16050,100
"Wisconsin","Sawyer",4625,2846,100
"Wisconsin","Shawano",12742,6056,100
"Wisconsin","Sheboygan",32368,22636,100
"Wisconsin","St. Croix",26123,17496,100
"Wisconsin","Taylor",6589,2398,100
"Wisconsin","Trempealeau",7370,5645,100
"Wisconsin","Vernon",6994,6351,100
"Wisconsin","Vilas",8169,4769,100
"Wisconsin","Walworth",28848,18706,100
"Wisconsin","Washburn",5404,3283,100
"Wisconsin","Washington",51729,20854,100
"Wisconsin","Waukesha",145519,79199,100
"Wisconsin","Waupaca",16013,8303,100
"Wisconsin","Waushara",7669,3802,100
"Wisconsin","Winnebago",43447,37054,100
"Wisconsin","Wood",21502,14232,100
"Wyoming","Albany",7601,6888,100
"Wyoming","Big Horn",4067,594,100
"Wyoming","Campbell",15778,1324,100
"Wyoming","Carbon",4409,1279,100
"Wyoming","Converse",5520,668,100
"Wyoming","Crook",3347,271,100
"Wyoming","Fremont",11167,4200,100
"Wyoming","Goshen",4418,924,100
"Wyoming","Hot Springs",1939,400,100
"Wyoming","Johnson",3477,638,100
"Wyoming","Laramie",24844,11572,100
"Wyoming","Lincoln",6779,1105,100
"Wyoming","Natrona",23523,6573,100
"Wyoming","Niobrara",1116,115,100
"Wyoming","Park",11115,2535,100
"Wyoming","Platte",3437,719,100
"Wyoming","Sheridan",10266,2926,100
"Wyoming","Sublette",3409,644,100
"Wyoming","Sweetwater",12153,3233,100
"Wyoming","Teton",3920,7313,100
"Wyoming","Uinta",6154,1202,100
"Wyoming","Washakie",2911,532,100
"Wyoming","Weston",2898,294,100
